Tweet,Hashtags,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget ,sollicitudin,1.68E+15,9/9/2020 16:13,191,4,0.020942408,0,0,1,0,0,0,3,0,0,0,0,0,0,25,0
sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id ,odio,9.17E+15,9/9/2020 16:08,248,8,0.032258065,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0
felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero ,morbi,7.74E+15,9/9/2020 16:03,2187,92,0.042066758,1,0,9,9,49,0,24,0,0,0,0,0,0,0,0
libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus ,commodo,5.10E+15,9/9/2020 15:52,60,1,0.016666667,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0
leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac ,pellentesque,7.19E+15,9/9/2020 14:01,562,8,0.014234875,0,0,3,0,0,0,4,0,0,0,0,0,0,70,1
malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ,libero,7.22E+15,9/9/2020 13:41,355,48,0.135211268,0,1,3,0,1,0,8,0,0,0,0,0,0,35,35
hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam ,ornare,9.69E+15,9/9/2020 13:11,391,5,0.012787724,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio ,felis,7.79E+15,9/9/2020 12:48,306,4,0.013071895,0,0,3,0,0,0,0,0,0,0,0,0,0,50,1
ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum ,nascetur,8.15E+15,9/9/2020 11:25,1009,156,0.154608523,0,0,9,0,1,0,17,0,0,0,0,0,0,129,129
ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae ,ridiculus,3.25E+15,9/9/2020 1:10,289,5,0.017301038,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus ,ligula,6.82E+14,9/8/2020 21:29,185,1,0.005405405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper ,massa,3.31E+15,9/8/2020 13:15,40,2,0.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla ,sapien,1.94E+15,9/8/2020 13:12,39,4,0.102564103,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ,posuere,8.97E+15,9/8/2020 13:09,35,3,0.085714286,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ,eget,3.61E+15,9/8/2020 12:33,379,5,0.013192612,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0
in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam ,imperdiet,7.34E+15,9/8/2020 12:31,64,3,0.046875,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit ,sed,6.30E+15,9/8/2020 12:30,112,3,0.026785714,0,1,1,0,0,0,0,0,0,0,0,0,0,12,1
vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra ,aenean,7.64E+15,9/8/2020 12:23,760,14,0.018421053,0,1,3,0,1,0,1,0,0,0,0,0,0,8,8
est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ,elementum,2.39E+15,9/8/2020 12:22,68,5,0.073529412,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0
in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus ,odio,6.39E+14,9/8/2020 1:06,186,5,0.02688172,0,1,1,0,1,0,0,0,0,0,0,0,0,66,2
fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus ,proin,8.63E+15,9/8/2020 0:29,284,17,0.059859155,1,0,3,0,0,0,0,0,0,0,0,0,0,13,13
faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis ,nam,2.17E+15,9/7/2020 16:32,358,45,0.125698324,0,0,3,0,1,0,0,0,0,0,0,0,0,41,41
congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in ,etiam,8.60E+15,9/6/2020 20:56,759,9,0.011857708,0,0,1,2,0,0,3,0,0,0,0,0,0,227,3
eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices ,odio,1.97E+15,9/6/2020 15:16,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper ,tortor,9.69E+15,9/6/2020 11:45,238,16,0.067226891,0,1,1,0,8,0,6,0,0,0,0,0,0,0,0
et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id ,felis,2.06E+15,9/5/2020 23:06,1162,36,0.030981067,0,2,1,4,0,0,29,0,0,0,0,0,0,0,0
eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam ,lorem,5.15E+15,9/5/2020 22:17,858,38,0.044289044,0,2,4,5,0,0,27,0,0,0,0,0,0,0,0
porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis ,auctor,7.31E+15,9/4/2020 22:11,300,11,0.036666667,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut ,integer,5.14E+15,9/4/2020 19:13,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et ,ultrices,1.43E+15,9/4/2020 18:52,497,3,0.006036217,0,0,2,0,0,0,0,0,0,0,0,0,0,74,1
elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus ,posuere,7.04E+15,9/4/2020 16:57,969,63,0.06501548,0,2,13,4,0,0,44,0,0,0,0,0,0,0,0
nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor ,massa,9.72E+15,9/4/2020 16:32,642,20,0.031152648,0,0,7,1,2,0,7,0,0,0,0,0,0,89,3
imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea ,integer,2.41E+15,9/4/2020 13:34,589,7,0.01188455,0,0,4,2,0,0,0,0,0,0,0,0,0,97,1
congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla ,aliquet,3.73E+15,9/4/2020 13:10,597,14,0.023450586,0,0,8,0,0,0,3,0,0,0,0,0,0,78,3
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros ,eu,2.45E+15,9/3/2020 23:53,283,8,0.028268551,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0
platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer ,duis,5.45E+15,9/3/2020 18:13,122,4,0.032786885,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ,ut,6.26E+15,9/3/2020 12:36,37,1,0.027027027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis ,praesent,8.33E+15,9/3/2020 10:39,359,6,0.016713092,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0
nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat ,enim,7.64E+15,9/3/2020 3:17,400,4,0.01,0,1,1,0,0,1,0,0,0,0,0,0,0,75,1
nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus ,amet,9.37E+15,9/2/2020 19:51,586,5,0.008532423,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus ,montes,3.45E+15,9/2/2020 19:22,1229,38,0.030919447,0,1,28,2,0,0,7,0,0,0,0,0,0,0,0
vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ,integer,6.63E+14,9/2/2020 14:52,1224,11,0.008986928,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0
ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit ,proin,6.93E+14,9/2/2020 12:11,826,15,0.018159806,0,0,6,1,0,0,4,0,0,0,0,0,0,154,4
suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi ,blandit,5.84E+15,9/2/2020 1:36,124,4,0.032258065,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor ,nisl,9.92E+15,9/1/2020 19:08,241,5,0.020746888,0,0,1,0,0,0,1,0,0,0,0,0,0,69,3
cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis ,egestas,4.35E+15,9/1/2020 18:10,79,4,0.050632911,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis ,mauris,2.68E+14,9/1/2020 17:51,373,11,0.029490617,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0
amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ,nulla,7.18E+15,9/1/2020 17:25,342,9,0.026315789,0,0,2,0,0,0,5,0,0,0,0,0,0,64,2
nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus ,sapien,5.04E+15,9/1/2020 17:25,196,5,0.025510204,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum ,in,2.69E+15,9/1/2020 17:24,132,3,0.022727273,0,0,2,0,0,0,1,0,0,0,0,0,0,29,0
platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit ,neque,4.58E+15,9/1/2020 17:16,125,3,0.024,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet ,id,5.02E+14,9/1/2020 17:11,118,8,0.06779661,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac ,convallis,2.53E+15,9/1/2020 17:01,1101,231,0.209809264,0,0,2,3,217,0,9,0,0,0,0,0,0,0,0
id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis ,natoque,2.25E+15,9/1/2020 16:57,145,1,0.006896552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est ,eu,2.25E+15,9/1/2020 16:28,179,1,0.005586592,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0
aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere ,eget,1.50E+15,9/1/2020 15:11,1677,77,0.045915325,4,1,20,0,33,2,17,0,0,0,0,0,0,0,0
hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas ,integer,8.82E+13,9/1/2020 15:01,210,4,0.019047619,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus ,pulvinar,4.07E+15,9/1/2020 11:55,444,11,0.024774775,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse ,interdum,5.40E+15,9/1/2020 11:16,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque ,sed,7.02E+15,9/1/2020 10:42,1012,22,0.02173913,0,0,8,2,0,5,4,0,0,0,0,0,0,187,3
in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui ,augue,1.75E+15,10/19/2020 13:14,273,18,0.065934066,2,0,2,2,1,0,6,0,0,0,0,0,0,5,5
aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus ,velit,6.16E+15,10/17/2020 13:42,547,30,0.054844607,1,1,9,4,4,0,1,0,0,0,0,0,0,198,10
a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper ,nisl,5.81E+15,10/17/2020 3:11,1275,21,0.016470588,0,2,3,0,0,0,16,0,0,0,0,0,0,0,0
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent ,nisi,2.38E+15,10/17/2020 1:47,470,9,0.019148936,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0
dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis ,odio,4.67E+14,10/16/2020 19:06,346,4,0.011560694,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis ,sem,4.43E+15,10/16/2020 19:10,582,12,0.136459555,41,9,37,0,98,0,0,0,0,0,0,0,0,381,381
a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ,libero,9.47E+15,10/16/2020 14:30,17,1,0.058823529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in ,sapien,2.44E+15,10/16/2020 12:38,212,6,0.028301887,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis ,aenean,9.84E+15,10/16/2020 11:43,1044,90,0.086206897,0,1,8,1,1,0,13,0,0,0,0,0,0,66,66
lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis ,vestibulum,4.64E+15,10/16/2020 3:21,153,5,0.032679739,0,0,0,0,0,0,4,0,0,0,0,0,0,26,1
urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ,interdum,8.58E+15,10/15/2020 18:54,396,10,0.025252525,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0
faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit ,ut,8.00E+15,10/15/2020 16:46,1668,166,0.099520384,2,2,26,0,15,4,13,0,0,0,0,0,0,104,104
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque ,sit,7.66E+15,10/15/2020 15:04,177,2,0.011299435,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in ,morbi,9.44E+15,10/15/2020 14:00,600,1,0.001666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc ,accumsan,5.68E+15,10/15/2020 13:53,227,7,0.030837004,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0
lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium ,blandit,8.51E+15,10/14/2020 19:46,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum ,tortor,5.32E+15,10/14/2020 17:37,160,6,0.0375,0,0,2,0,0,0,3,0,0,0,0,0,0,16,1
suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla ,massa,6.52E+15,10/14/2020 17:36,572,26,0.045454545,1,0,7,0,15,0,3,0,0,0,0,0,0,0,0
praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis ,eu,5.05E+15,10/14/2020 15:49,238,3,0.012605042,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula ,tempus,7.01E+15,10/14/2020 12:24,836,4,0.004784689,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam ,quisque,4.33E+15,10/13/2020 15:08,933,34,0.036441586,3,0,8,1,14,0,6,0,0,0,0,0,0,175,2
odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique ,et,9.06E+15,10/13/2020 2:38,181,2,0.011049724,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus ,montes,2.67E+15,10/13/2020 2:28,1246,37,0.029695024,0,1,9,1,0,0,26,0,0,0,0,0,0,0,0
quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna ,adipiscing,1.26E+15,10/13/2020 0:37,996,40,0.040160643,2,0,8,0,8,0,18,0,0,0,0,0,0,154,4
nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices ,sit,3.07E+15,10/12/2020 18:59,175,8,0.045714286,0,0,2,0,0,0,2,0,0,0,0,0,0,60,4
nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus ,tempus,2.82E+15,10/12/2020 17:27,153,2,0.013071895,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut ,orci,8.91E+15,10/12/2020 16:48,166,3,0.018072289,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3
donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor ,vivamus,5.67E+15,10/12/2020 1:49,588,9,0.015306122,0,1,1,0,4,0,3,0,0,0,0,0,0,0,0
donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices ,pharetra,5.06E+15,10/12/2020 0:45,1119,102,0.091152815,0,0,13,6,0,0,13,0,0,0,0,0,0,70,70
eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus ,libero,4.34E+15,10/11/2020 17:32,1001,7,0.006993007,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0
penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem ,proin,4.03E+15,10/11/2020 2:07,993,93,0.093655589,0,1,18,0,52,4,6,0,0,0,0,0,0,12,12
neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis ,ligula,4.96E+15,10/10/2020 18:40,90,2,0.022222222,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0
mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in ,nullam,2.02E+15,10/10/2020 2:23,454,8,0.017621145,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0
dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero ,quisque,8.17E+15,10/10/2020 2:22,160,3,0.01875,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut ,mauris,9.46E+15,10/9/2020 21:25,339,13,0.038348083,0,1,5,0,0,0,7,0,0,0,0,0,0,0,0
tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue ,felis,9.07E+14,10/9/2020 18:02,453,27,0.059602649,0,1,8,2,0,0,12,0,0,0,0,0,0,138,4
non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ,adipiscing,2.29E+15,10/9/2020 15:19,1221,53,0.043407043,5,2,9,1,8,0,19,0,0,0,0,0,0,9,9
pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ,tellus,4.87E+15,10/9/2020 14:04,237,18,0.075949367,0,2,10,3,0,0,3,0,0,0,0,0,0,0,0
cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus ,erat,3.35E+15,10/9/2020 13:44,868,13,0.014976959,0,0,5,0,0,2,6,0,0,0,0,0,0,0,0
volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia ,leo,6.59E+15,10/9/2020 12:42,207,2,0.009661836,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0
enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue ,vulputate,6.35E+15,10/9/2020 11:35,159,3,0.018867925,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui ,pharetra,6.43E+15,10/9/2020 3:05,82,4,0.048780488,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique ,erat,4.89E+15,10/9/2020 1:22,0.050359712,0,3,16,0,29,0,22,0,0,0,0,0,0,0,0,0,0
